reference_no,type,citation
222,Partial,"Zacchetti, Stefano 2005, <i>In Praise of Light - A Critical Synoptic Edition with an Annotated Translation of Chapters 1–3 of Dharmarakṣa's Guang Zan Jing 光讚經, being the earliest Chinese Translation of the Larger Prajñāpāramitā</i>, Tokyo: The International Research Institute for Advanced Buddhology."
224,Partial,"Lancaster, Lewis R. 1968, <i>An Analysis of theAṣṭasāhasrikāprajn̄āpārmitāsūtra from the Chinese Translations</i>, PhD Thesis, University of Michigan."
225,Partial,"Lancaster, Lewis R. 1968, <i>An Analysis of theAṣṭasāhasrikāprajn̄āpārmitāsūtra from the Chinese Translations</i>, PhD Thesis, University of Michigan."
226,Partial,"Lancaster, Lewis R. 1968, <i>An Analysis of theAṣṭasāhasrikāprajn̄āpārmitāsūtra from the Chinese Translations</i>, PhD Thesis, University of Michigan."
227,Partial,"Lancaster, Lewis R. 1968, <i>An Analysis of theAṣṭasāhasrikāprajn̄āpārmitāsūtra from the Chinese Translations</i>, PhD Thesis, University of Michigan."
235,Full,"Red Pine 2009, <i>The Diamond Sutra: Text and Commentaries Translated from Sanskrit and Chinese</i>, Kindle ed. United Kingdom: Counterpoint."
235,Full,"Yifa, M. C. Owens, and P. M. Romaskiewicz, 2006. <i>Vajra Prajnaparamita Sutra</i>. 2nd Ed., Buddha's Ligh Publishing, <a href='http://www.woodenfish.org/sutra/texts'>http://www.woodenfish.org/sutra/texts</a>."
251,Full,"Yifa, M. C. Owens, P. M. Romaskiewicz 2006, <i>Prajñāpāramitā Heart Sūtra</i>, Buddha's Light Publishing, <a href='http://www.woodenfish.org/'>http://www.woodenfish.org</a>."
