reference_no,type,citation
1804,Partial,"Pettit, Jonathan 2017, “Food and Medicine in the Vinaya: Daoxuan’s Emended Commentary on Monastic Practices from the Dharmaguptaka Vinaya,” In: P. Salguero ed. <i>Buddhism and Medicine - An Anthology of Premodern Sources</i>, New York: Columbia University Press, pp. 130-136."
